1367526532990849026	offensive	normal	__label__offensive	@USER እዚያው እየተላላክ ዳቦህን ብላ። ምነው ሠፊ ነው ካልክ ሀገር ቤት ሂደህ የወትሮ ሥራህን አልሰራህ ታዲያ?
1351711887671644161	unsure	normal	__label__normal	የበረራ እቅድ አላ ልዟይተ ልካአ ህድቅእየ ምን እያደረገልኝ ነው ውወተ
1318595211434598402	hate	unsure	__label__normal	@USER @USER የምን ጠላ ጠላ ፥ የምን ጠጅ ጠጅ ጠላትን መጋበዝ ፥ ቡን አርጎ ነው እንጅ ! ወደ ርዕሰ ከተማዋ ሲዘልቁ ቡና እንጋብዛለን ለማለት ነው :-
1345332810333253632	normal	normal	__label__normal	@USER @USER @USER @USER ይመስገን ዞላ ምርመራው ላይ አለበት
1404439996359086083	hate	offensive	__label__offensive	@USER @USER ተራ ያልተማረ ደደብ ፋሽስት ያንተው ቅል ራስ መለስ መሆኑን አለማወቅህ ያሳዝናል
1319742840671555586	hate	hate	__label__hate	@USER አዴፓን አትመን፤የሴራው አካል ናቸው። ትኩረታቸው አሁንም ህወሃት እና የትግራይ ህዝብ ነው። ጉዳዩን አዙረው አክረው ወደ ህወሃት የማነጣጠር ነው፡ የወሬው ቅኝት።
1331640589108985857	hate	hate	__label__hate	በማንነታቸው ብቻ ተለይተው የተጨፈጨፉ አማሮችን ሽፋን ላለመስጠት አንድ ሴት ነብስ አተረፈች ብሎ ያዙኝ ልቀቁኝ በጣም ያሳዝናል አቁሙ ታስጠላላቹ ማፈሪያዎች ?? ሞት ለህወሓት ሞት
1359595233785315335	offensive	normal	__label__normal	@USER @USER @USER ኢትዮጵያን የሚለው እርሶን ከጨመረ ቀጣይ መከራከር አያስፈልገንም ?? ስለራስዎ ብቻ መስክረዋል አይጨምርም ካሉ
1414402371044757505	normal	hate	__label__normal	4/ አብረው ያለሙም፣ ያጠፉም መሪዎቻችን ህዝብን በሁለት ጎራ አቧድነው እንዲህ እንደ አረመኔ አገር ሲያባሉት ትክክል አይደለም ብለን የተሟገትን ማንኛችን ነን? ከጥፋት ያላበረ፣ በስ
1369433026237763590	hate	hate	__label__hate	@USER እነዚህን ፀረ አማራና ኢትዮጵያ ሰዎች በብዛት እጩ ታደርግ እና አንድ እና ሁለት መልካም ሰዎች ማጣፈጫ ጣል ታደርጋላችሁ።ማንንም አትሸውድም ግደሉን ጨርሱን ኢትዮጵያ
1355341923431510016	hate	hate	__label__hate	@USER በባለፈው ስብሰባችሁ በትግራይ ምስክኖች ስም ከተሰበሰበው ስንቱን ልትልኩ አሰባችሁ?ነው ወይስ ሁሉንም ልትቀረጥፉት ነው? ለነገሩ ጁንታው የለ ማን ያስለመድከው
1335472458208600065	offensive	hate	__label__offensive	@USER @USER እረ እንቺ ሴትዮ ዝም ብለሽ የማንም ወያኔ የሚበጠረቀውን እንደ ውነት ይዘሽ አትጩሂ
1453467504731377672	normal	offensive	__label__offensive	የደብረፂን ንግግር ሰማሁት። ኩርምት ብሏል ጋዜጠኞቹም ኩርምት ብለዋል። በጠቅላላው ያች ጠባብ ኮንቴይነር ለቅሶ ቤት ነው የምትመስለው
1352779873643880448	hate	hate	__label__hate	@USER ጦርነት ላይ ማንም ሊጐዳ ይችላል:ተዉ ለምን አትሏቸዉም ነበር :ጁንታዎቹን
1343981218375864320	normal	normal	__label__normal	እንደውም ተነስቼ ብተኛ ይሻለኛል የሚሉም አሉ አሉ ??
1400570317689528322	offensive	hate	__label__offensive	@USER የቡብልፅግናን ስም ለማጥፋት ተራ ቅጥረኞች የሚተውኑት የባንዶች ሴራ ነው። ወይም አንተ ራስህ በጥላቻ ስሜትህ የፈጠርከው ተራ ውሸት ነው
1377702695377760256	offensive	normal	__label__offensive	@USER አባት ነህ አሉ ያውም የሶሰት ሴት . አንዷን ለቁርስ አንዷን ለምሳ ለምን . ጥሬ ቆልቶ በላ . ለምን እሸት አበላን ብለው ሲያነዱት ከዳር ሁነህ በግዛ
1353822809512845312	offensive	offensive	__label__offensive	@USER @USER @USER በከተማ እሚኖረው ትልቁ አሳማ በጫካ እሚኖሩትን ትንንሽ ኣሳማ ዘመዶቹን ለመጠየቅ ሄደ ነው እሚባለው አንተ ጅል
1350815252305346560	normal	normal	__label__normal	@USER በየዋህ ልብ ካሰብክ ? Yeah! መደበኛ ትምህርት መሆኑ ግን የ የዋህነቴን ቆሌ ገፍፎታል!
1336186386441973760	hate	hate	__label__normal	11128 ቀን አለፋቸዉ በትግራይ ባዶ ስድስት እስር ቤት የታሸጉት የኢሕአፓ አመራርና አባላት እነ ፀጋዬ ገብረ መድህን ይስሃቅ ደብረፅዮን በለጠ አመሃ ስጦታው ሁሴን ኢንጅነር አይነኩሉ
1324042368996311040	offensive	hate	__label__offensive	@USER ወያኔን የሚያጠፋው ደግሞ ኢትዮጵያን ነጻ ለማውጣት ነው ጨምርበት መሊጦ
1333492311695781888	hate	hate	__label__hate	@USER የመርህ ሰው! ግራ የሚገባኝ ስህተት መስራት አለመቻሉ ነው። ትዝ ይለኛል ለምን እስክንድርን ተቸ ተብሎ መንጋው ሲወርድበት። ግን ማን ስህተት እንደሆነ ለማወቅ ብዙ አልቆየም!
1328854650972299264	normal	normal	__label__normal	ክብር ይገባሐል መከላኪያችን ላገር ለወገንህ በደምህም አኮርራህን ሁሌም ላንረሣህ አለህ ከልባችን!!!
1329825196652556291	hate	hate	__label__hate	መፍትሄው የሚከፈለውን ዋጋ ከፍሎ ወያኔን ላንዴና ለመጨረሻ ጊዜ መቃብር ማውረድ ነው።
1333832335251402753	offensive	offensive	__label__offensive	@USER @USER ባልየው ቢሰማሽ . አንቺ ባለጌ ያን የመሰለ ኒፕል አ ት ይደረጋል እንጂ ምናምን ነበር የሚልሽ
1360247429744848907	normal	normal	__label__normal	@USER @USER ዛሬም ነገም እስከወዳኛው ከመከላከያ ጎን ነን እናንተ የከዳችሁት የኢትዮጵያ ጠላት ይውደም
1328997751242240000	normal	normal	__label__normal	ስለ 318ቱ ቅዱሳን ሊቃውንት እና ዛሬ ታስበው ስለሚውሉት ቅዱሳን ብለህ #ሰላም_እና_ፍቅርን_አድለን አምላከ ቅዱሳን።
1432500856553820161	hate	normal	__label__hate	እናንተ ብትክዱትም የአለም ህዝብ ብቻ ሳይሆን ያ ጁንታው ያጠፋሃል ይገልሃል ብላችሁት የነበረው ህዝብ ሁሉ የአማራ ክልልን ጨምሮ እየመስከረላቸው ይገኛል። የትግራይም ሃይል ለዚህ ሁ
1332042167024562185	normal	normal	__label__normal	ኢትዮጵያውያን ወገኖቼ እኛ እኮ ለወራሪወች ለገዳዮች ለከፋፋዮች እሣትና ሬት፣ ለወዳጆቻችን ማር፣ለጦርነትም አይበገሬ ነን አትጠራጠሩ ድል የመከላከያ ሠራዊት የአማራ ል ሀይል ሚሊሻና
1338396230783803392	normal	normal	__label__normal	@USER @USER ይመቸኛል፣ ግን አንተ ስትግጥ ማን ሊጠብቅህ ነው?
1360808948006322184	normal	normal	__label__normal	@USER አልደክምም ቃሌ ነው እያልኩኝ ፎክሬ ያንን ጉራ ሁላ (ያን ጉራ) ቀን አራደው ዛሬ ያን ጉራ ሁላ ጉራ ሁላ ያን ጉራ ሁላ ትታ ነፍሴ ወኔዬ ከዳኝ ወንድነቴ ወድቆ ጨነቀኝ ኩራቴ
1346553152829587458	normal	offensive	__label__offensive	@USER ስለዚህ አንድ ሰው ትንሽ ለየት ያለ አስተያየት ካለው ሞኝ ነው ማለት ነው? እንደዚያ የሚያስቡ ከሆነ ጉረኛን ከእኔ ጋር መገናኘትዎን እንዲያቆሙ እመክራለሁ
1409612023357493252	normal	normal	__label__normal	#እንዳትቆም እዳትሰንፍ በርታ ዛሬ ባይሆንልም ነገ ሌላ ቀን እደሆነ አትርሳ #ማንም እዳይሳካል #ቢመኝ ማንም ወደዋላ ሊያስቀህ ቢፈልግ አታማርር በቀሎች የሚያረካው ስኬት ነውእና !!!
1359564461233872906	normal	normal	__label__normal	@USER ግን ባለ እንጀራን እንደዚህ መውደድ ይቻል ይሆን?? የትዕዛዙ ክብደት እየታኝ ነው
1418303001186476033	hate	hate	__label__hate	@USER @USER አይ ማሃይም የምኒልክ ቡችላ ትግራዋይ ጅግና ነው በድርቡ ቅዘን በቅዘን ሁነህ ላንተ ለማዳን ሴራኛው ምኒልክ ከሃላ ወጋው ትግራዋይ ጅግና ነው እንደ ሃይለ
1396511894182244354	hate	normal	__label__normal	@USER ያውም ገለባውን ትተን ወደውስጥ ካየነው የሚያስቀና አንድ ህዝብ ነን! ከነገ ወዲያ የማይታያቸውን አትስሟቸው ቅርብ አልመው ቅርብ ሊያወርዱዋቹ ነው! ብሩህ ተስፋ ላላችው ብቻ!
1359347209448267779	normal	hate	__label__hate	@USER ለትግራይ አታስብ በትግራይ ስም አትነግዱ እኛ ተጋሩ አለን እናተ አዝናችሁ ነው የትግራይ እናት ደም ስፈስ የጁንታው እናት ያልክ ሁሉ
1331862113955045378	normal	normal	__label__normal	@USER በቲቪ አይቼዉ ስስቅ ነበረ። ቪድዬዉን ፍለጋ ላይ ነኝ
1329993620443828226	hate	hate	__label__hate	@USER @USER አሸባሪውና አረመኔው ወያነህወሓት መከላከያው ላይ በፈፀመው አረመኔያዊ ድረጊት ቅጣቱን ያገኝ ዘንድ የቀረው ጥቂት ቀን ነው። በዚህ የሚሸበር ካ
1372995649453629443	offensive	hate	__label__normal	ከተላላኩነት አውጥቶ ቤተ መንግስት ላስገባህ ሰው ውለታው እድህ ነበር ወይ?
1331196092940161027	normal	offensive	__label__offensive	የአድዋን ታሪክ ትደግማለህ ተነስ እያለ ዶ/ር ደብረ ፅዮን ለመቀሌ ነዋሪዎች ጥሪ ሲያቀርብ :ያላስተዋለው ቁም ነገር :በአድዋ ላይ የተደረገው ጦርነትና የተገኘው ድል በመላው የኢት/ሕዝብ ሲሆን :
1313546981307019265	hate	offensive	__label__offensive	ደደብ አምላክ ፣ እኔን ለመሆን እየሞከረ . ሉሲፈር !! ቁጥሬን ደውልልኝ .
