__label__offensive	@USER እዚያው እየተላላክ ዳቦህን ብላ። ምነው ሠፊ ነው ካልክ ሀገር ቤት ሂደህ የወትሮ ሥራህን አልሰራህ ታዲያ?
__label__normal	የበረራ እቅድ አላ ልዟይተ ልካአ ህድቅእየ ምን እያደረገልኝ ነው ውወተ
__label__normal	@USER @USER የምን ጠላ ጠላ ፥ የምን ጠጅ ጠጅ ጠላትን መጋበዝ ፥ ቡን አርጎ ነው እንጅ ! ወደ ርዕሰ ከተማዋ ሲዘልቁ ቡና እንጋብዛለን ለማለት ነው :-
__label__normal	@USER @USER @USER @USER ይመስገን ዞላ ምርመራው ላይ አለበት
__label__offensive	@USER @USER ተራ ያልተማረ ደደብ ፋሽስት ያንተው ቅል ራስ መለስ መሆኑን አለማወቅህ ያሳዝናል
__label__hate	@USER አዴፓን አትመን፤የሴራው አካል ናቸው። ትኩረታቸው አሁንም ህወሃት እና የትግራይ ህዝብ ነው። ጉዳዩን አዙረው አክረው ወደ ህወሃት የማነጣጠር ነው፡ የወሬው ቅኝት።
__label__hate	በማንነታቸው ብቻ ተለይተው የተጨፈጨፉ አማሮችን ሽፋን ላለመስጠት አንድ ሴት ነብስ አተረፈች ብሎ ያዙኝ ልቀቁኝ በጣም ያሳዝናል አቁሙ ታስጠላላቹ ማፈሪያዎች ?? ሞት ለህወሓት ሞት
__label__normal	@USER @USER @USER ኢትዮጵያን የሚለው እርሶን ከጨመረ ቀጣይ መከራከር አያስፈልገንም ?? ስለራስዎ ብቻ መስክረዋል አይጨምርም ካሉ
__label__normal	4/ አብረው ያለሙም፣ ያጠፉም መሪዎቻችን ህዝብን በሁለት ጎራ አቧድነው እንዲህ እንደ አረመኔ አገር ሲያባሉት ትክክል አይደለም ብለን የተሟገትን ማንኛችን ነን? ከጥፋት ያላበረ፣ በስ
__label__hate	@USER እነዚህን ፀረ አማራና ኢትዮጵያ ሰዎች በብዛት እጩ ታደርግ እና አንድ እና ሁለት መልካም ሰዎች ማጣፈጫ ጣል ታደርጋላችሁ።ማንንም አትሸውድም ግደሉን ጨርሱን ኢትዮጵያ
__label__hate	@USER በባለፈው ስብሰባችሁ በትግራይ ምስክኖች ስም ከተሰበሰበው ስንቱን ልትልኩ አሰባችሁ?ነው ወይስ ሁሉንም ልትቀረጥፉት ነው? ለነገሩ ጁንታው የለ ማን ያስለመድከው
__label__offensive	@USER @USER እረ እንቺ ሴትዮ ዝም ብለሽ የማንም ወያኔ የሚበጠረቀውን እንደ ውነት ይዘሽ አትጩሂ
__label__offensive	የደብረፂን ንግግር ሰማሁት። ኩርምት ብሏል ጋዜጠኞቹም ኩርምት ብለዋል። በጠቅላላው ያች ጠባብ ኮንቴይነር ለቅሶ ቤት ነው የምትመስለው
__label__hate	@USER ጦርነት ላይ ማንም ሊጐዳ ይችላል:ተዉ ለምን አትሏቸዉም ነበር :ጁንታዎቹን
__label__normal	እንደውም ተነስቼ ብተኛ ይሻለኛል የሚሉም አሉ አሉ ??
__label__offensive	@USER የቡብልፅግናን ስም ለማጥፋት ተራ ቅጥረኞች የሚተውኑት የባንዶች ሴራ ነው። ወይም አንተ ራስህ በጥላቻ ስሜትህ የፈጠርከው ተራ ውሸት ነው
__label__offensive	@USER አባት ነህ አሉ ያውም የሶሰት ሴት . አንዷን ለቁርስ አንዷን ለምሳ ለምን . ጥሬ ቆልቶ በላ . ለምን እሸት አበላን ብለው ሲያነዱት ከዳር ሁነህ በግዛ
__label__offensive	@USER @USER @USER በከተማ እሚኖረው ትልቁ አሳማ በጫካ እሚኖሩትን ትንንሽ ኣሳማ ዘመዶቹን ለመጠየቅ ሄደ ነው እሚባለው አንተ ጅል
